ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2438	"ENSG00000137343.17"	"ATAT1"	chr6	+	30642767	30644679	30642767	30643011	30643528	30644679	2438	94,127,116	0,0,0	172,139,200	20,8,5	617	100	6.29502006078e-10	2.34294651405e-08	1.0,1.0,1.0	0.582,0.738,0.866	0.271
1602	"ENSG00000136450.12"	"SRSF1"	chr17	-	58004922	58005973	58004922	58005041	58005800	58005973	1602	6008,6547,7259	35,37,31	7584,7715,10182	23,11,7	859	100	8.91725249197e-10	3.28760591874e-08	0.952,0.954,0.965	0.975,0.988,0.994	-0.029
5162	"ENSG00000102316.16"	"MAGED2"	chrX	+	54815247	54816007	54815247	54815690	54815880	54816007	5162	241,177,110	102,79,65	270,162,110	270,190,109	290	100	9.84619052957e-10	3.5961600551e-08	0.449,0.436,0.369	0.256,0.227,0.258	0.171
4779	"ENSG00000160948.13"	"VPS28"	chr8	-	144424945	144425772	144424945	144425051	144425682	144425772	4779	143,90,87	114,133,69	67,79,44	289,114,72	731	100	1.0190602806e-09	3.68748849684e-08	0.146,0.085,0.147	0.031,0.087,0.077	0.061
5883	"ENSG00000103876.11"	"FAH"	chr15	+	80152793	80153135	80152793	80152841	80153025	80153135	5883	11,9,14	3,3,12	3,1,13	0,0,0	284	100	1.09297682016e-09	3.91867285613e-08	0.564,0.514,0.291	1.0,1.0,1.0	-0.544
3790	"ENSG00000172732.11"	"MUS81"	chr11	+	65864719	65865323	65864719	65865145	65865219	65865323	3790	46,26,36	65,50,60	8,1,6	58,22,41	174	100	1.15409493073e-09	4.10018453572e-08	0.289,0.23,0.256	0.073,0.025,0.078	0.2
3726	"ENSG00000177728.16"	"TMEM94"	chr17	+	75492928	75493593	75492928	75493102	75493490	75493593	3726	119,60,88	10,5,11	64,100,56	36,41,19	488	100	1.16905807257e-09	4.11592697982e-08	0.709,0.711,0.621	0.267,0.333,0.377	0.355
4137	"ENSG00000198198.15"	"SZT2"	chr1	+	43447848	43448484	43447848	43447971	43448078	43448484	4137	8,6,14	4,2,6	1,0,0	3,7,5	207	100	1.25889654257e-09	4.39264972175e-08	0.491,0.592,0.53	0.139,0.0,0.0	0.491
1196	"ENSG00000134909.18"	"ARHGAP32"	chr11	-	128972452	128975002	128972452	128973432	128974123	128975002	1196	7,4,5	10,14,17	48,86,15	26,22,6	791	100	1.3104173302e-09	4.53195657205e-08	0.081,0.035,0.036	0.189,0.331,0.24	-0.203
4321	"ENSG00000224078.13"	"SNHG14"	chr15	+	25103858	25106294	25103858	25103970	25106163	25106294	4321	11,16,12	31,41,48	71,69,122	69,70,96	2293	100	1.4679569782e-09	5.02522545972e-08	0.015,0.017,0.011	0.043,0.041,0.053	-0.031
947	"ENSG00000165819.11"	"METTL3"	chr14	-	21503172	21503829	21503172	21503577	21503663	21503829	947	1,0,3	149,128,135	17,16,13	150,136,138	186	100	1.47876388912e-09	5.02522545972e-08	0.004,0.0,0.012	0.057,0.059,0.048	-0.049
5613	"ENSG00000167965.17"	"MLST8"	chr16	+	2206357	2206659	2206357	2206409	2206496	2206659	5613	9,2,8	86,37,63	32,8,32	41,29,37	187	100	1.66065272644e-09	5.59468177149e-08	0.053,0.028,0.064	0.294,0.129,0.316	-0.198
5246	"ENSG00000026950.16"	"BTN3A1"	chr6	+	26409893	26410032	26409893	26409914	26410005	26410032	5246	0,2,1	45,52,44	3,5,29	15,34,33	191	100	1.68311009574e-09	5.6218754309e-08	0.0,0.02,0.012	0.095,0.071,0.315	-0.15
299	"ENSG00000130714.15"	"POMT1"	chr9	+	131509902	131510415	131509902	131509996	131510259	131510415	299	139,67,95	8,11,13	81,77,27	50,38,13	363	100	1.8054484574e-09	5.97940048434e-08	0.827,0.627,0.668	0.309,0.358,0.364	0.364
3013	"ENSG00000101843.18"	"PSMD10"	chrX	-	108087952	108088099	108087952	108087972	108088095	108088099	3013	319,339,308	33,10,10	334,314,356	1,5,2	223	100	2.17381690426e-09	7.13888778307e-08	0.813,0.938,0.932	0.993,0.966,0.988	-0.088
157	"ENSG00000137822.12"	"TUBGCP4"	chr15	+	43401715	43403799	43401715	43401850	43403682	43403799	157	106,105,92	75,58,69	290,378,164	26,18,43	1932	100	2.43848419235e-09	7.93349977668e-08	0.068,0.086,0.065	0.366,0.521,0.165	-0.278
84	"ENSG00000099783.11"	"HNRNPM"	chr19	+	8465323	8465515	8465323	8465362	8465479	8465515	84	184,439,385	130,221,235	943,498,1184	265,178,360	217	100	2.45638043239e-09	7.93349977668e-08	0.395,0.478,0.43	0.621,0.563,0.602	-0.161
1011	"ENSG00000102901.12"	"CENPT"	chr16	-	67832011	67832545	67832011	67832108	67832454	67832545	1011	22,24,12	7,2,2	19,20,26	0,0,0	446	100	2.63259836153e-09	8.43294622693e-08	0.413,0.729,0.574	1.0,1.0,1.0	-0.428
1326	"ENSG00000213983.11"	"AP1G2"	chr14	-	23563379	23563638	23563379	23563502	23563583	23563638	1326	32,11,32	3,2,0	6,11,9	6,9,12	181	100	2.83254886213e-09	8.99967557171e-08	0.855,0.752,1.0	0.356,0.403,0.293	0.518
4339	"ENSG00000113240.12"	"CLK4"	chr5	-	178617343	178618778	178617343	178617434	178618555	178618778	4339	24,46,63	26,23,11	297,648,353	33,32,30	1221	100	3.11562098343e-09	9.81923129294e-08	0.07,0.141,0.319	0.424,0.624,0.491	-0.336
2708	"ENSG00000123737.12"	"EXOSC9"	chr4	+	121813865	121816447	121813865	121814047	121816368	121816447	2708	489,637,536	107,124,82	1121,1031,1466	95,98,149	2421	100	3.18107873376e-09	9.94532455323e-08	0.159,0.175,0.213	0.328,0.303,0.289	-0.124
4664	"ENSG00000042429.11"	"MED17"	chr11	+	93794907	93796540	93794907	93795060	93796409	93796540	4664	69,56,26	130,159,126	4,12,7	92,107,94	1449	100	3.26657823013e-09	1.01315775582e-07	0.035,0.024,0.014	0.003,0.008,0.005	0.019
425	"ENSG00000143033.17"	"MTF2"	chr1	+	93110229	93110428	93110229	93110246	93110326	93110428	425	42,52,48	12,14,8	46,55,39	2,1,0	180	100	3.32855543128e-09	1.02425154531e-07	0.66,0.674,0.769	0.927,0.968,1.0	-0.264
4729	"ENSG00000154222.14"	"CC2D1B"	chr1	-	52360423	52361132	52360423	52360549	52360973	52361132	4729	39,13,27	21,9,13	16,1,11	33,11,37	524	100	3.78142817059e-09	1.15451728833e-07	0.262,0.216,0.284	0.085,0.017,0.054	0.202
2374	"ENSG00000179364.13"	"PACS2"	chr14	+	105383358	105384463	105383358	105383513	105384352	105384463	2374	7,6,4	19,5,11	68,52,34	21,20,10	939	100	3.8532074198e-09	1.16731275942e-07	0.038,0.113,0.037	0.256,0.217,0.266	-0.184
2716	"ENSG00000198755.10"	"RPL10A"	chr6	+	35468946	35469529	35468946	35469027	35469380	35469529	2716	1039,409,503	2778,2367,2358	165,136,279	1520,1030,1583	453	100	3.91786314502e-09	1.17776993621e-07	0.076,0.037,0.045	0.023,0.028,0.037	0.023
3181	"ENSG00000204758.7"	"CTC-308K20.1"	chr5	-	172957153	172958257	172957153	172957302	172958138	172958257	3181	32,29,64	3,4,5	8,8,8	0,0,0	936	100	4.25673551963e-09	1.26987193975e-07	0.533,0.436,0.578	1.0,1.0,1.0	-0.484
3672	"ENSG00000060138.12"	"YBX3"	chr12	-	10709907	10713333	10709907	10710114	10713210	10713333	3672	915,1251,1222	298,194,217	1245,1940,1089	147,129,127	3196	100	4.44590619875e-09	1.31625768369e-07	0.088,0.168,0.15	0.209,0.32,0.212	-0.112
4634	"ENSG00000107186.16"	"MPDZ"	chr9	-	13133823	13136182	13133823	13133904	13136091	13136182	4634	7,8,16	35,31,37	34,30,57	33,27,38	2287	100	4.66195471116e-09	1.36984353468e-07	0.009,0.011,0.019	0.043,0.046,0.062	-0.037
1746	"ENSG00000185813.10"	"PCYT2"	chr17	-	81907553	81907857	81907553	81907598	81907772	81907857	1746	44,8,33	100,82,131	7,0,3	87,27,87	274	100	5.23602827762e-09	1.52704466485e-07	0.138,0.034,0.084	0.029,0.0,0.012	0.072
3996	"ENSG00000129351.17"	"ILF3"	chr19	+	10681218	10682192	10681218	10681329	10681992	10682192	3996	585,466,458	250,218,250	869,914,1083	261,220,197	763	100	6.13367545643e-09	1.77558545805e-07	0.235,0.219,0.194	0.304,0.353,0.419	-0.143
1769	"ENSG00000107937.18"	"GTPBP4"	chr10	+	996105	997308	996105	996242	997207	997308	1769	84,100,64	177,195,201	82,66,109	87,75,96	1065	100	6.19720263995e-09	1.78078440566e-07	0.043,0.046,0.029	0.081,0.076,0.096	-0.045
2880	"ENSG00000004534.14"	"RBM6"	chr3	+	50061461	50062108	50061461	50061547	50061961	50062108	2880	176,170,125	100,151,94	383,631,1106	124,80,91	514	100	6.95637480952e-09	1.98434399676e-07	0.255,0.18,0.206	0.375,0.605,0.703	-0.347
3140	"ENSG00000149600.11"	"COMMD7"	chr20	-	32702702	32704071	32702702	32703458	32704022	32704071	3140	118,83,69	45,68,65	69,68,12	133,96,63	664	100	7.53332707326e-09	2.13335088422e-07	0.283,0.155,0.138	0.072,0.096,0.028	0.127
5293	"ENSG00000063660.8"	"GPC1"	chr2	+	240463346	240464746	240463346	240463512	240464615	240464746	5293	16,12,36	67,17,66	169,102,14	125,76,21	1203	100	8.15049971958e-09	2.29152179166e-07	0.019,0.055,0.043	0.101,0.1,0.053	-0.046
909	"ENSG00000167110.17"	"GOLGA2"	chr9	-	128262562	128263092	128262562	128262704	128263033	128263092	909	17,14,12	5,4,11	37,37,7	120,127,65	429	100	8.87362860968e-09	2.47701004333e-07	0.442,0.449,0.203	0.067,0.064,0.024	0.313
2589	"ENSG00000198467.13"	"TPM2"	chr9	-	35684487	35685139	35684487	35684550	35685063	35685139	2589	413,365,415	933,813,750	18,20,15	2,3,0	613	100	1.09790500025e-08	3.04298775956e-07	0.067,0.068,0.083	0.595,0.521,1.0	-0.633
2556	"ENSG00000165233.17"	"CARD19"	chr9	+	93110567	93112289	93110567	93110721	93112217	93112289	2556	305,148,227	19,1,9	215,390,178	0,0,1	1596	100	1.14348284175e-08	3.14699362363e-07	0.501,0.903,0.612	1.0,1.0,0.918	-0.301
1330	"ENSG00000213983.11"	"AP1G2"	chr14	-	23563715	23564221	23563715	23563856	23564045	23564221	1330	62,34,39	2,2,2	15,24,32	4,11,16	289	100	1.16277570905e-08	3.17281688596e-07	0.915,0.855,0.871	0.565,0.43,0.409	0.412
1948	"ENSG00000282827.2"	"RP13-794C1.1"	chr3	+	48465486	48467645	48465486	48466309	48466629	48467645	1948	10,9,7	0,0,0	36,22,11	8,4,3	420	100	1.16910345849e-08	3.17281688596e-07	1.0,1.0,1.0	0.517,0.567,0.466	0.483
5814	"ENSG00000117632.22"	"STMN1"	chr1	-	25901490	25903813	25901490	25901682	25903640	25903813	5814	400,810,595	1936,2675,1800	1331,1189,2141	3609,2502,3911	2058	100	1.20350082122e-08	3.24364221333e-07	0.01,0.015,0.016	0.018,0.023,0.026	-0.009
1123	"ENSG00000162298.18"	"SYVN1"	chr11	-	65132247	65132780	65132247	65132351	65132731	65132780	1123	69,58,49	58,51,52	26,26,19	86,45,60	480	100	1.29092940782e-08	3.45544666148e-07	0.199,0.192,0.164	0.059,0.107,0.062	0.109
5572	"ENSG00000142102.15"	"PGGHG"	chr11	+	290677	292095	290677	291113	291975	292095	5572	394,236,406	7,9,11	68,84,26	15,11,3	962	100	1.39401421517e-08	3.70599153257e-07	0.854,0.732,0.793	0.32,0.443,0.474	0.381
2722	"ENSG00000120314.18"	"WDR55"	chr5	+	140668233	140668502	140668233	140668334	140668414	140668502	2722	41,27,17	122,97,97	50,39,18	56,56,20	180	100	1.41580857038e-08	3.73849992773e-07	0.157,0.134,0.089	0.332,0.279,0.333	-0.188
3581	"ENSG00000103507.13"	"BCKDK"	chr16	+	31110400	31111219	31110400	31110499	31111090	31111219	3581	17,19,19	4,1,3	21,18,24	0,0,0	691	100	1.50741849003e-08	3.95368554298e-07	0.381,0.733,0.478	1.0,1.0,1.0	-0.469
2779	"ENSG00000198258.10"	"UBL5"	chr19	+	9828326	9828675	9828326	9828393	9828591	9828675	2779	17,20,19	790,751,627	65,27,54	1287,524,349	298	100	1.67023413988e-08	4.3515166791e-07	0.007,0.009,0.01	0.017,0.017,0.049	-0.019
5588	"ENSG00000112531.16"	"QKI"	chr6	+	163563419	163570145	163563419	163563719	163564666	163570145	5588	125,112,76	2,1,0	514,1059,763	74,60,63	1047	100	1.84507660261e-08	4.77520487616e-07	0.857,0.915,1.0	0.399,0.628,0.536	0.403
5165	"ENSG00000185024.16"	"BRF1"	chr14	-	105219150	105220130	105219150	105219232	105220068	105220130	5165	9,7,9	7,7,8	2,1,4	34,18,28	936	100	1.8588412809e-08	4.77917876695e-07	0.121,0.097,0.107	0.006,0.006,0.015	0.099
4354	"ENSG00000109736.14"	"MFSD10"	chr4	-	2931374	2931936	2931374	2931465	2931824	2931936	4354	153,55,53	0,0,0	33,24,35	5,3,2	459	100	2.08130438439e-08	5.316168323e-07	1.0,1.0,1.0	0.59,0.635,0.792	0.328
1538	"ENSG00000149100.12"	"EIF3M"	chr11	+	32593865	32595013	32593865	32593949	32594913	32595013	1538	371,459,409	831,983,789	411,262,486	481,333,591	1064	100	2.50358567211e-08	6.35325506922e-07	0.04,0.042,0.046	0.074,0.069,0.072	-0.029
5300	"ENSG00000140365.15"	"COMMD4"	chr15	+	75338984	75339878	75338984	75339104	75339701	75339878	5300	67,35,52	5,3,7	90,50,61	0,0,1	697	100	2.60811197084e-08	6.57580747229e-07	0.658,0.626,0.516	1.0,1.0,0.897	-0.366
3241	"ENSG00000108591.9"	"DRG2"	chr17	+	18099016	18100435	18099016	18099077	18099632	18100435	3241	7,13,16	31,25,33	62,27,36	31,24,24	655	100	2.78902189121e-08	6.98685740439e-07	0.033,0.074,0.069	0.234,0.147,0.186	-0.13
2459	"ENSG00000099624.7"	"ATP5D"	chr19	+	1244314	1244825	1244314	1244440	1244736	1244825	2459	251,59,133	45,11,27	28,13,31	28,16,14	396	100	2.98074896987e-08	7.41959679889e-07	0.585,0.575,0.554	0.202,0.17,0.359	0.328
362	"ENSG00000144224.16"	"UBXN4"	chr2	+	135753538	135754277	135753538	135753567	135754158	135754277	362	57,68,94	70,66,46	272,345,292	97,126,65	691	100	3.40646718611e-08	8.4256163059e-07	0.105,0.13,0.228	0.289,0.284,0.394	-0.168
4583	"ENSG00000108021.19"	"FAM208B"	chr10	+	5762531	5763740	5762531	5762646	5763028	5763740	4583	10,0,8	60,90,93	27,23,13	58,53,87	482	100	3.62933669784e-08	8.92040743092e-07	0.033,0.0,0.018	0.088,0.083,0.03	-0.05
4736	"ENSG00000179632.9"	"MAF1"	chr8	+	144106342	144106674	144106342	144106464	144106554	144106674	4736	26,32,19	332,364,181	118,47,21	471,252,117	190	100	3.67218908615e-08	8.96932184292e-07	0.04,0.044,0.052	0.116,0.089,0.086	-0.052
1858	"ENSG00000136908.17"	"DPM2"	chr9	-	127936552	127937523	127936552	127936655	127937433	127937523	1858	317,310,409	52,42,90	782,458,439	484,194,121	878	100	3.85893552668e-08	9.36690685607e-07	0.41,0.457,0.341	0.155,0.212,0.292	0.183
1863	"ENSG00000178252.17"	"WDR6"	chr3	+	49011634	49014293	49011634	49014116	49014209	49014293	1863	93,50,59	36,22,29	77,69,59	136,61,73	193	100	3.91322318993e-08	9.44004705324e-07	0.572,0.541,0.513	0.227,0.37,0.295	0.245
4030	"ENSG00000235954.6"	"TTC28-AS1"	chr22	+	27997410	27998838	27997410	27997739	27997985	27998838	4030	8,10,18	0,0,0	19,17,13	6,1,3	346	100	4.02189767046e-08	9.64268472157e-07	1.0,1.0,1.0	0.478,0.831,0.556	0.378
3989	"ENSG00000163703.17"	"CRELD1"	chr3	+	9943076	9943515	9943076	9943172	9943380	9943515	3989	129,69,58	114,70,61	19,28,35	98,76,50	308	100	4.10643968829e-08	9.785345306e-07	0.269,0.242,0.236	0.059,0.107,0.185	0.132
2166	"ENSG00000268895.5"	"A1BG-AS1"	chr19	+	58353713	58355183	58353713	58353857	58354368	58355183	2166	40,38,32	12,7,11	13,9,31	0,0,1	611	100	4.59591752433e-08	1.08853610213e-06	0.353,0.47,0.323	1.0,1.0,0.835	-0.563
3951	"ENSG00000087303.17"	"NID2"	chr14	-	52005736	52006660	52005736	52005849	52006536	52006660	3951	4,5,2	0,0,0	56,70,163	54,53,218	787	100	5.52556629341e-08	1.29445896583e-06	1.0,1.0,1.0	0.116,0.144,0.087	0.884
784	"ENSG00000197070.13"	"ARRDC1"	chr9	+	137612895	137613510	137612895	137613006	137613459	137613510	784	117,60,115	51,22,57	99,75,40	9,10,6	553	100	5.53159281713e-08	1.29445896583e-06	0.293,0.33,0.267	0.665,0.576,0.547	-0.299
2925	"ENSG00000177106.14"	"EPS8L2"	chr11	+	709552	710486	709552	709608	710421	710486	2925	11,9,10	10,0,5	2,3,2	0,0,0	913	100	6.37486153865e-08	1.48291421982e-06	0.108,1.0,0.18	1.0,1.0,1.0	-0.571
2129	"ENSG00000183207.13"	"RUVBL2"	chr19	+	49009972	49010611	49009972	49010066	49010487	49010611	2129	30,13,25	385,197,202	24,17,28	151,42,68	521	100	6.4870685601e-08	1.50008662325e-06	0.015,0.013,0.023	0.03,0.072,0.073	-0.041
1219	"ENSG00000161202.17"	"DVL3"	chr3	+	184164795	184165206	184164795	184164931	184165112	184165206	1219	50,34,52	43,46,53	27,37,20	101,102,44	281	100	8.0808039038e-08	1.85763421506e-06	0.293,0.208,0.259	0.087,0.114,0.139	0.14
3607	"ENSG00000241370.5"	"RPP21"	chr6	+	30345297	30346557	30345297	30345573	30346431	30346557	3607	97,120,97	155,74,107	79,71,86	44,20,32	958	100	8.3193843925e-08	1.9012955676e-06	0.061,0.145,0.086	0.158,0.27,0.219	-0.118
628	"ENSG00000179335.18"	"CLK3"	chr15	+	74622119	74622560	74622119	74622216	74622493	74622560	628	46,43,30	180,121,74	41,80,40	55,39,49	377	100	8.4463425476e-08	1.91908759744e-06	0.063,0.086,0.097	0.165,0.352,0.178	-0.15
669	"ENSG00000132463.13"	"GRSF1"	chr4	-	70825295	70826245	70825295	70825431	70826123	70826245	669	118,147,119	250,345,326	298,307,279	420,388,365	792	100	8.76667043404e-08	1.98035537897e-06	0.056,0.051,0.044	0.082,0.091,0.088	-0.037
560	"ENSG00000178035.11"	"IMPDH2"	chr3	-	49028430	49028806	49028430	49028532	49028757	49028806	560	105,54,71	969,847,769	87,55,48	363,219,480	325	100	9.0902908978e-08	2.04165843843e-06	0.032,0.019,0.028	0.069,0.072,0.03	-0.031
4781	"ENSG00000160948.13"	"VPS28"	chr8	-	144425682	144426208	144425682	144425772	144426025	144426208	4781	65,43,36	157,173,74	41,25,9	303,150,78	353	100	9.17130154043e-08	2.04808265257e-06	0.105,0.066,0.121	0.037,0.045,0.032	0.059
401	"ENSG00000164934.13"	"DCAF13"	chr8	+	103427096	103430689	103427096	103427252	103430611	103430689	401	650,1031,635	363,595,312	510,584,391	144,149,164	3459	100	9.53469462273e-08	2.11713560146e-06	0.049,0.048,0.056	0.093,0.102,0.064	-0.035
3005	"ENSG00000138760.9"	"SCARB2"	chr4	-	76179516	76181101	76179516	76179705	76180953	76181101	3005	54,72,68	163,200,157	57,93,120	500,663,364	1348	100	1.09777248625e-07	2.42378241597e-06	0.024,0.026,0.031	0.008,0.01,0.024	0.013
2009	"ENSG00000175832.12"	"ETV4"	chr17	-	43545273	43545668	43545273	43545367	43545557	43545668	2009	7,2,6	39,22,38	40,22,1	52,32,2	290	100	1.12723725465e-07	2.47485572538e-06	0.058,0.03,0.052	0.21,0.192,0.147	-0.136
2821	"ENSG00000148297.15"	"MED22"	chr9	-	133340904	133344333	133340904	133341694	133344124	133344333	2821	945,733,1432	0,0,0	2499,1311,1391	14,11,1	2530	100	1.18404587246e-07	2.58505657518e-06	1.0,1.0,1.0	0.876,0.825,0.982	0.106
3388	"ENSG00000122545.18"	"SEPT7"	chr7	+	35898247	35903215	35898247	35898383	35903075	35903215	3388	462,644,334	709,672,452	2486,6040,4046	3307,3592,2633	4792	100	1.36177060628e-07	2.95655529408e-06	0.013,0.02,0.015	0.015,0.034,0.031	-0.011
2354	"ENSG00000160298.17"	"C21orf58"	chr21	-	46301129	46302154	46301129	46301713	46301996	46302154	2354	50,20,36	0,0,0	58,37,51	5,3,6	383	100	1.43056371527e-07	3.08875303827e-06	1.0,1.0,1.0	0.752,0.763,0.689	0.265
610	"ENSG00000088986.10"	"DYNLL1"	chr12	+	120496112	120496553	120496112	120496216	120496415	120496553	610	115,96,72	619,580,607	92,47,115	1122,700,1263	299	100	1.44005047109e-07	3.09215233023e-06	0.059,0.052,0.038	0.027,0.022,0.03	0.023
4574	"ENSG00000161960.14"	"EIF4A1"	chr17	+	7576523	7577165	7576523	7576692	7577055	7577165	4574	172,137,137	2302,2183,2006	264,249,263	2484,1523,2767	463	100	1.63099913242e-07	3.48302984126e-06	0.016,0.013,0.015	0.022,0.034,0.02	-0.011
2296	"ENSG00000172638.12"	"EFEMP2"	chr11	-	65870120	65870658	65870120	65870237	65870535	65870658	2296	16,2,9	15,6,7	8,4,1	78,41,3	398	100	1.6754928811e-07	3.55860118442e-06	0.211,0.077,0.244	0.025,0.024,0.077	0.135
37	"ENSG00000156976.16"	"EIF4A2"	chr3	+	186784563	186786051	186784563	186784696	186785882	186786051	37	1636,1457,1441	180,198,165	795,998,1339	242,332,210	1286	100	2.16258053354e-07	4.5683052568e-06	0.414,0.364,0.404	0.203,0.189,0.331	0.153
1733	"ENSG00000158850.14"	"B4GALT3"	chr1	-	161173604	161174049	161173604	161173727	161173858	161174049	1733	69,36,43	167,157,183	14,10,19	228,113,70	231	100	2.38018044052e-07	5.0009382589e-06	0.152,0.09,0.092	0.026,0.037,0.105	0.055
1794	"ENSG00000123154.11"	"WDR83"	chr19	+	12669754	12670080	12669754	12669893	12669976	12670080	1794	21,2,12	27,8,16	11,4,13	2,1,0	183	100	2.75226869406e-07	5.75180003015e-06	0.298,0.12,0.291	0.75,0.686,1.0	-0.576
4828	"ENSG00000126749.14"	"EMG1"	chr12	+	6974551	6975148	6974551	6974693	6975089	6975148	4828	11,15,19	222,312,433	26,17,17	178,80,141	496	100	2.78542647836e-07	5.7901312114e-06	0.01,0.01,0.009	0.029,0.041,0.024	-0.022
712	"ENSG00000064961.18"	"HMG20B"	chr19	+	3576260	3576625	3576260	3576307	3576552	3576625	712	77,35,45	299,227,262	13,4,20	211,139,147	345	100	2.98268937771e-07	6.16738099899e-06	0.069,0.043,0.047	0.018,0.008,0.038	0.032
1269	"ENSG00000227057.9"	"WDR46"	chr6	-	33280427	33280987	33280427	33280522	33280673	33280987	1269	15,29,27	106,85,72	31,14,34	42,16,36	251	100	3.02271544905e-07	6.21724840784e-06	0.053,0.12,0.13	0.227,0.258,0.273	-0.152
5052	"ENSG00000108465.14"	"CDK5RAP3"	chr17	+	47973518	47974031	47973518	47973650	47973930	47974031	5052	254,187,151	189,108,136	118,169,91	210,186,130	380	100	3.1411382817e-07	6.42699916486e-06	0.261,0.313,0.226	0.129,0.193,0.156	0.107
3746	"ENSG00000185163.9"	"DDX51"	chr12	-	132140830	132141420	132140830	132141020	132141274	132141420	3746	7,0,4	25,3,16	10,14,23	8,2,3	354	100	3.63817054372e-07	7.40519296086e-06	0.073,0.0,0.066	0.261,0.664,0.684	-0.49
1453	"ENSG00000120699.12"	"EXOSC8"	chr13	+	37002933	37004561	37002933	37003007	37004515	37004561	1453	428,388,520	172,152,221	767,956,780	201,128,184	1608	100	3.8175395578e-07	7.7300231046e-06	0.134,0.137,0.128	0.192,0.317,0.209	-0.106
1957	"ENSG00000182196.13"	"ARL6IP4"	chr12	+	122982468	122982908	122982468	122982538	122982619	122982908	1957	103,42,47	179,113,148	30,32,31	232,151,131	181	100	3.95171273704e-07	7.96046050327e-06	0.241,0.17,0.149	0.067,0.105,0.116	0.091
639	"ENSG00000115556.13"	"PLCD4"	chr2	+	218633604	218634221	218633604	218633761	218634104	218634221	639	32,21,32	0,0,0	88,91,22	9,15,0	443	100	4.08307955113e-07	8.18291019785e-06	1.0,1.0,1.0	0.688,0.578,1.0	0.245
4386	"ENSG00000125124.11"	"BBS2"	chr16	-	56496966	56497880	56496966	56497079	56497742	56497880	4386	15,11,7	132,148,99	33,52,18	142,202,62	763	100	4.33477760575e-07	8.64301575677e-06	0.015,0.01,0.009	0.03,0.033,0.037	-0.022
5226	"ENSG00000063177.12"	"RPL18"	chr19	-	48615330	48615946	48615330	48615447	48615876	48615946	5226	71,25,33	1518,424,616	37,36,28	303,210,319	529	100	4.62454201156e-07	9.17396455897e-06	0.009,0.011,0.01	0.023,0.031,0.016	-0.013
2808	"ENSG00000137145.20"	"DENND4C"	chr9	+	19336269	19336832	19336269	19336414	19336685	19336832	2808	8,9,12	35,43,31	11,19,17	8,8,17	371	100	4.66713158231e-07	9.18235674703e-06	0.058,0.053,0.094	0.27,0.39,0.212	-0.222
4437	"ENSG00000001631.15"	"KRIT1"	chr7	-	92235402	92236542	92235402	92235646	92236412	92236542	4437	66,84,87	58,73,81	301,478,188	81,121,123	866	100	4.67576507845e-07	9.18235674703e-06	0.116,0.117,0.11	0.3,0.313,0.15	-0.14
3515	"ENSG00000205250.8"	"E2F4"	chr16	+	67192760	67193170	67192760	67192870	67193008	67193170	3515	46,43,57	126,111,108	83,51,62	92,54,60	238	100	4.77810592203e-07	9.33641897165e-06	0.133,0.14,0.182	0.275,0.284,0.303	-0.136
1878	"ENSG00000177042.14"	"TMEM80"	chr11	+	698868	700235	698868	698888	700141	700235	1878	156,110,191	16,17,13	277,168,147	117,107,27	1353	100	5.0020308795e-07	9.72534163039e-06	0.419,0.324,0.521	0.149,0.104,0.287	0.241
2750	"ENSG00000159377.10"	"PSMB4"	chr1	+	151401238	151401630	151401238	151401355	151401541	151401630	2750	113,135,76	487,588,477	82,83,60	1098,495,510	286	100	5.18775292946e-07	1.00365041823e-05	0.075,0.074,0.053	0.025,0.055,0.04	0.027
